seed,name,family,history,latest_only,seconds,origin,patients,positives,selected,captured,recall,precision,lift,ap
43,tabm_refine_20,tabm,False,False,10.38005239999984,reused exact prior development predictions,344,37,35,15,0.40540540540540543,0.42857142857142855,3.9845559845559846,0.4619594909702378
43,tabm_refine_40,tabm,False,False,25.577088699999877,reused exact prior development predictions,344,37,35,15,0.40540540540540543,0.42857142857142855,3.9845559845559846,0.46275986682167264
43,residual_mlp_0,tabm,False,False,2.2254640999999538,reused exact prior development predictions,344,37,35,15,0.40540540540540543,0.42857142857142855,3.9845559845559846,0.42941361937440015
43,residual_mlp_1,tabm,False,False,2.6379854999977397,reused exact prior development predictions,344,37,35,14,0.3783783783783784,0.4,3.718918918918919,0.4113762063464767
43,residual_mlp_2,tabm,False,False,1.9197630000016943,reused exact prior development predictions,344,37,35,15,0.40540540540540543,0.42857142857142855,3.9845559845559846,0.4229665837432207
43,residual_mlp_3,tabm,False,False,1.6271856999992451,reused exact prior development predictions,344,37,35,16,0.43243243243243246,0.45714285714285713,4.25019305019305,0.42402271305123596
43,residual_mlp_4,tabm,False,False,2.631036699996912,reused exact prior development predictions,344,37,35,13,0.35135135135135137,0.37142857142857144,3.4532818532818537,0.38553700865551793
43,residual_mlp_5,tabm,False,False,1.777480700002343,reused exact prior development predictions,344,37,35,16,0.43243243243243246,0.45714285714285713,4.25019305019305,0.42097837712726427
43,tabicl_refine_20,tabicl,False,False,102.8998548999989,reused exact prior development predictions,344,37,35,14,0.3783783783783784,0.4,3.718918918918919,0.4189550537159024
43,tabicl_refine_45,tabicl,False,False,131.6771856000014,reused exact prior development predictions,344,37,35,15,0.40540540540540543,0.42857142857142855,3.9845559845559846,0.44931071805532563
43,lightgbm_unweighted_0,lightgbm,False,False,0.4530649000007543,reused exact prior development predictions,344,37,35,13,0.35135135135135137,0.37142857142857144,3.4532818532818537,0.4449147038967045
43,lightgbm_unweighted_1,lightgbm,False,False,0.2057664999992994,reused exact prior development predictions,344,37,35,14,0.3783783783783784,0.4,3.718918918918919,0.4443676286411652
43,lightgbm_unweighted_2,lightgbm,False,False,0.3320991000000504,reused exact prior development predictions,344,37,35,15,0.40540540540540543,0.42857142857142855,3.9845559845559846,0.47388709049201155
43,lightgbm_unweighted_3,lightgbm,False,False,0.19878190000235918,reused exact prior development predictions,344,37,35,13,0.35135135135135137,0.37142857142857144,3.4532818532818537,0.4317067617724738
